partner,arc_id,step,lon,lat,trade_type,stroke_width,exports_usd_bn,imports_usd_bn,balance_usd_bn
Thailand,Thailand,7,108.463,7.2192,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,8,108.322,7.6136,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,9,108.181,7.999,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,10,108.04,8.3756,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,11,107.899,8.7432,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,12,107.758,9.102,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,13,107.617,9.4519,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,14,107.476,9.7929,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,15,107.335,10.125,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,16,107.194,10.4482,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,17,107.053,10.7626,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,18,106.912,11.068,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,19,106.771,11.3646,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,20,106.63,11.6522,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,21,106.489,11.931,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,22,106.348,12.2009,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,23,106.207,12.4619,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,24,106.066,12.714,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,25,105.925,12.9572,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,26,105.784,13.1916,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,27,105.643,13.417,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,28,105.502,13.6336,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,29,105.361,13.8412,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,30,105.22,14.04,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,31,105.079,14.2299,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,32,104.938,14.4109,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,33,104.797,14.583,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,34,104.656,14.7462,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,35,104.515,14.9006,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,36,104.374,15.046,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,37,104.233,15.1826,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,38,104.092,15.3102,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,39,103.951,15.429,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,40,103.81,15.5389,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,41,103.669,15.6399,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,42,103.528,15.732,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,43,103.387,15.8152,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,44,103.246,15.8896,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,45,103.105,15.955,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,46,102.964,16.0116,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,47,102.823,16.0592,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,48,102.682,16.098,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,49,102.541,16.1279,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,50,102.4,16.1489,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,51,102.259,16.161,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,52,102.118,16.1642,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,53,101.977,16.1586,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,54,101.836,16.144,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,55,101.695,16.1206,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,56,101.554,16.0882,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,57,101.413,16.047,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,58,101.272,15.9969,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,59,101.131,15.9379,Export-heavy,2.77,12.87,11.94,0.93
Thailand,Thailand,60,100.99,15.87,Export-heavy,2.77,12.87,11.94,0.93
"Korea, Rep.","Korea, Rep.",0,109.45,4.21,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",1,109.7553,5.0006,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",2,110.0607,5.7822,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",3,110.366,6.555,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",4,110.6713,7.3189,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",5,110.9767,8.0739,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",6,111.282,8.82,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",7,111.5873,9.5572,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",8,111.8927,10.2856,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",9,112.198,11.005,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",10,112.5033,11.7156,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",11,112.8087,12.4172,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",12,113.114,13.11,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",13,113.4193,13.7939,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",14,113.7247,14.4689,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",15,114.03,15.135,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",16,114.3353,15.7922,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",17,114.6407,16.4406,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",18,114.946,17.08,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",19,115.2513,17.7106,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",20,115.5567,18.3322,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",21,115.862,18.945,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",22,116.1673,19.5489,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",23,116.4727,20.1439,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",24,116.778,20.73,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",25,117.0833,21.3072,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",26,117.3887,21.8756,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",27,117.694,22.435,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",28,117.9993,22.9856,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",29,118.3047,23.5272,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",30,118.61,24.06,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",31,118.9153,24.5839,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",32,119.2207,25.0989,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",33,119.526,25.605,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",34,119.8313,26.1022,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",35,120.1367,26.5906,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",36,120.442,27.07,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",37,120.7473,27.5406,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",38,121.0527,28.0022,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",39,121.358,28.455,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",40,121.6633,28.8989,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",41,121.9687,29.3339,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",42,122.274,29.76,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",43,122.5793,30.1772,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",44,122.8847,30.5856,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",45,123.19,30.985,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",46,123.4953,31.3756,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",47,123.8007,31.7572,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",48,124.106,32.13,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",49,124.4113,32.4939,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",50,124.7167,32.8489,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",51,125.022,33.195,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",52,125.3273,33.5322,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",53,125.6327,33.8606,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",54,125.938,34.18,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",55,126.2433,34.4906,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",56,126.5487,34.7922,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",57,126.854,35.085,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",58,127.1593,35.3689,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",59,127.4647,35.6439,Export-heavy,2.64,12.25,12.1,0.16
"Korea, Rep.","Korea, Rep.",60,127.77,35.91,Export-heavy,2.64,12.25,12.1,0.16
Vietnam,Vietnam,0,109.45,4.21,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,1,109.4305,4.6364,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,2,109.411,5.0539,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,3,109.3915,5.4625,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,4,109.372,5.8622,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,5,109.3525,6.2531,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,6,109.333,6.635,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,7,109.3135,7.0081,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,8,109.294,7.3722,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,9,109.2745,7.7275,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,10,109.255,8.0739,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,11,109.2355,8.4114,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,12,109.216,8.74,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,13,109.1965,9.0597,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,14,109.177,9.3706,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,15,109.1575,9.6725,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,16,109.138,9.9656,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,17,109.1185,10.2497,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,18,109.099,10.525,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,19,109.0795,10.7914,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,20,109.06,11.0489,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,21,109.0405,11.2975,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,22,109.021,11.5372,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,23,109.0015,11.7681,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,24,108.982,11.99,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,25,108.9625,12.2031,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,26,108.943,12.4072,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,27,108.9235,12.6025,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,28,108.904,12.7889,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,29,108.8845,12.9664,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,30,108.865,13.135,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,31,108.8455,13.2947,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,32,108.826,13.4456,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,33,108.8065,13.5875,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,34,108.787,13.7206,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,35,108.7675,13.8447,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,36,108.748,13.96,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,37,108.7285,14.0664,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,38,108.709,14.1639,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,39,108.6895,14.2525,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,40,108.67,14.3322,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,41,108.6505,14.4031,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,42,108.631,14.465,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,43,108.6115,14.5181,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,44,108.592,14.5622,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,45,108.5725,14.5975,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,46,108.553,14.6239,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,47,108.5335,14.6414,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,48,108.514,14.65,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,49,108.4945,14.6497,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,50,108.475,14.6406,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,51,108.4555,14.6225,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,52,108.436,14.5956,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,53,108.4165,14.5597,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,54,108.397,14.515,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,55,108.3775,14.4614,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,56,108.358,14.3989,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,57,108.3385,14.3275,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,58,108.319,14.2472,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,59,108.2995,14.1581,Export-heavy,2.47,11.4,6.01,5.39
Vietnam,Vietnam,60,108.28,14.06,Export-heavy,2.47,11.4,6.01,5.39
Indonesia,Indonesia,0,109.45,4.21,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,1,109.5245,4.3889,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,2,109.599,4.5589,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,3,109.6735,4.72,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,4,109.748,4.8722,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,5,109.8225,5.0156,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,6,109.897,5.15,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,7,109.9715,5.2756,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,8,110.046,5.3922,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,9,110.1205,5.5,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,10,110.195,5.5989,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,11,110.2695,5.6889,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,12,110.344,5.77,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,13,110.4185,5.8422,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,14,110.493,5.9056,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,15,110.5675,5.96,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,16,110.642,6.0056,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,17,110.7165,6.0422,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,18,110.791,6.07,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,19,110.8655,6.0889,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,20,110.94,6.0989,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,21,111.0145,6.1,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,22,111.089,6.0922,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,23,111.1635,6.0756,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,24,111.238,6.05,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,25,111.3125,6.0156,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,26,111.387,5.9722,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,27,111.4615,5.92,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,28,111.536,5.8589,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,29,111.6105,5.7889,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,30,111.685,5.71,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,31,111.7595,5.6222,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,32,111.834,5.5256,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,33,111.9085,5.42,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,34,111.983,5.3056,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,35,112.0575,5.1822,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,36,112.132,5.05,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,37,112.2065,4.9089,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,38,112.281,4.7589,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,39,112.3555,4.6,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,40,112.43,4.4322,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,41,112.5045,4.2556,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,42,112.579,4.07,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,43,112.6535,3.8756,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,44,112.728,3.6722,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,45,112.8025,3.46,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,46,112.877,3.2389,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,47,112.9515,3.0089,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,48,113.026,2.77,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,49,113.1005,2.5222,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,50,113.175,2.2656,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,51,113.2495,2.0,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,52,113.324,1.7256,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,53,113.3985,1.4422,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,54,113.473,1.15,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,55,113.5475,0.8489,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,56,113.622,0.5389,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,57,113.6965,0.22,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,58,113.771,-0.1078,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,59,113.8455,-0.4444,Import-heavy,2.42,11.16,13.22,-2.06
Indonesia,Indonesia,60,113.92,-0.79,Import-heavy,2.42,11.16,13.22,-2.06
Australia,Australia,0,109.45,4.21,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,1,109.8555,3.9809,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,2,110.261,3.7429,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,3,110.6665,3.496,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,4,111.072,3.2402,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,5,111.4775,2.9756,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,6,111.883,2.702,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,7,112.2885,2.4196,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,8,112.694,2.1282,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,9,113.0995,1.828,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,10,113.505,1.5189,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,11,113.9105,1.2009,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,12,114.316,0.874,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,13,114.7215,0.5382,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,14,115.127,0.1936,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,15,115.5325,-0.16,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,16,115.938,-0.5224,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,17,116.3435,-0.8938,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,18,116.749,-1.274,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,19,117.1545,-1.6631,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,20,117.56,-2.0611,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,21,117.9655,-2.468,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,22,118.371,-2.8838,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,23,118.7765,-3.3084,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,24,119.182,-3.742,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,25,119.5875,-4.1844,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,26,119.993,-4.6358,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,27,120.3985,-5.096,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,28,120.804,-5.5651,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,29,121.2095,-6.0431,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,30,121.615,-6.53,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,31,122.0205,-7.0258,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,32,122.426,-7.5304,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,33,122.8315,-8.044,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,34,123.237,-8.5664,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,35,123.6425,-9.0978,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,36,124.048,-9.638,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,37,124.4535,-10.1871,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,38,124.859,-10.7451,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,39,125.2645,-11.312,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,40,125.67,-11.8878,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,41,126.0755,-12.4724,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,42,126.481,-13.066,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,43,126.8865,-13.6684,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,44,127.292,-14.2798,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,45,127.6975,-14.9,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,46,128.103,-15.5291,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,47,128.5085,-16.1671,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,48,128.914,-16.814,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,49,129.3195,-17.4698,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,50,129.725,-18.1344,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,51,130.1305,-18.808,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,52,130.536,-19.4904,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,53,130.9415,-20.1818,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,54,131.347,-20.882,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,55,131.7525,-21.5911,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,56,132.158,-22.3091,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,57,132.5635,-23.036,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,58,132.969,-23.7718,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,59,133.3745,-24.5164,Export-heavy,2.37,10.94,7.62,3.33
Australia,Australia,60,133.78,-25.27,Export-heavy,2.37,10.94,7.62,3.33
